Chr	start	end	length	TRlength	TRcoverage	case
CM051463.1	10026361	10048856	22496	1739	7.73%	10k10k
CM051463.1	54783563	54805261	21699	1677	7.73%	10k10k
CM051463.1	162496976	162515987	19012	1469	7.73%	10k10k
CM051463.1	149017821	149071525	53705	4147	7.72%	10k10k
CM051463.1	47102198	47146539	44342	3423	7.72%	10k10k
CM051463.1	101004535	101023059	18525	1430	7.72%	10k10k
CM051463.1	71838050	71872092	34043	2627	7.72%	10k10k
CM051463.1	17132415	17155909	23495	1813	7.72%	10k10k
CM051463.1	205315184	205328539	13356	1030	7.71%	10k10k
CM051463.1	52567875	52588337	20463	1575	7.7%	10k10k
CM051463.1	162811527	162841366	29840	2294	7.69%	10k10k
CM051463.1	197420775	197436028	15254	1171	7.68%	10k10k
CM051463.1	36796832	36814140	17309	1328	7.67%	10k10k
CM051463.1	97078894	97104095	25202	1933	7.67%	10k10k
CM051463.1	155539495	155561847	22353	1714	7.67%	10k10k
CM051463.1	123826033	123883124	57092	4377	7.67%	10k10k
CM051463.1	212328568	212351242	22675	1737	7.66%	10k10k
CM051463.1	182780817	182816615	35799	2742	7.66%	10k10k
CM051463.1	176354091	176364761	10671	816	7.65%	10k10k
CM051463.1	108896521	108913350	16830	1287	7.65%	10k10k
CM051463.1	98667423	98679117	11695	894	7.64%	10k10k
CM051463.1	135100810	135162647	61838	4726	7.64%	10k10k
CM051463.1	58054636	58101963	47328	3616	7.64%	10k10k
CM051463.1	144161413	144194178	32766	2500	7.63%	10k10k
CM051463.1	31977981	32004673	26693	2036	7.63%	10k10k
CM051463.1	771281	784432	13152	1003	7.63%	10k10k
CM051463.1	43553970	43626987	73018	5563	7.62%	10k10k
CM051463.1	136743304	136783681	40378	3074	7.61%	10k10k
CM051463.1	198416447	198450373	33927	2580	7.6%	10k10k
CM051463.1	121384453	121425021	40569	3085	7.6%	10k10k
CM051463.1	172351866	172368900	17035	1295	7.6%	10k10k
CM051463.1	150976758	151002831	26074	1982	7.6%	10k10k
CM051463.1	208931666	208942440	10775	819	7.6%	10k10k
CM051463.1	180485704	180531186	45483	3457	7.6%	10k10k
CM051463.1	45316208	45326273	10066	765	7.6%	10k10k
CM051463.1	66843334	66929308	85975	6532	7.6%	10k10k
CM051463.1	127409068	127438399	29332	2227	7.59%	10k10k
CM051463.1	147103456	147130695	27240	2068	7.59%	10k10k
CM051463.1	129547384	129562652	15269	1159	7.59%	10k10k
CM051463.1	62975434	62987267	11834	898	7.59%	10k10k
CM051463.1	152526365	152544814	18450	1400	7.59%	10k10k
CM051463.1	114428098	114462349	34252	2599	7.59%	10k10k
CM051463.1	146350599	146370303	19705	1495	7.59%	10k10k
CM051463.1	168074502	168088684	14183	1076	7.59%	10k10k
CM051463.1	156123470	156143922	20453	1551	7.58%	10k10k
CM051463.1	32895278	32958030	62753	4757	7.58%	10k10k
CM051463.1	49306879	49317146	10268	778	7.58%	10k10k
CM051463.1	129937416	129950627	13212	1001	7.58%	10k10k
CM051463.1	172263194	172276315	13122	994	7.58%	10k10k
CM051463.1	115177698	115197833	20136	1524	7.57%	10k10k
CM051463.1	44059961	44079952	19992	1513	7.57%	10k10k
CM051463.1	207347096	207368111	21016	1590	7.57%	10k10k
CM051463.1	114064377	114099828	35452	2682	7.57%	10k10k
CM051463.1	92099414	92129961	30548	2310	7.56%	10k10k
CM051463.1	200810113	200847206	37094	2805	7.56%	10k10k
CM051463.1	78540243	78550495	10253	774	7.55%	10k10k
CM051463.1	176162956	176190781	27826	2100	7.55%	10k10k
CM051463.1	52384066	52394733	10668	805	7.55%	10k10k
CM051463.1	158060899	158071196	10298	777	7.55%	10k10k
CM051463.1	124807716	124822343	14628	1103	7.54%	10k10k
CM051463.1	69441308	69477962	36655	2764	7.54%	10k10k
CM051463.1	111010451	111026805	16355	1233	7.54%	10k10k
CM051463.1	216104010	216121051	17042	1283	7.53%	10k10k
CM051463.1	4838975	4861260	22286	1677	7.52%	10k10k
CM051463.1	180670433	180689410	18978	1428	7.52%	10k10k
CM051463.1	96756330	96766986	10657	801	7.52%	10k10k
CM051463.1	47469377	47516443	47067	3537	7.51%	10k10k
CM051463.1	4984111	5005923	21813	1636	7.5%	10k10k
CM051463.1	210504199	210528692	24494	1835	7.49%	10k10k
CM051463.1	151600587	151652737	52151	3907	7.49%	10k10k
CM051463.1	176869801	176891337	21537	1613	7.49%	10k10k
CM051463.1	39119090	39155020	35931	2691	7.49%	10k10k
CM051463.1	95122505	95138320	15816	1184	7.49%	10k10k
CM051463.1	159430598	159445587	14990	1122	7.48%	10k10k
CM051463.1	27175743	27196597	20855	1561	7.49%	10k10k
CM051463.1	221209796	221230896	21101	1579	7.48%	10k10k
CM051463.1	216233023	216294889	61867	4624	7.47%	10k10k
CM051463.1	64238521	64274538	36018	2691	7.47%	10k10k
CM051463.1	96858442	96896882	38441	2872	7.47%	10k10k
CM051463.1	2011318	2025971	14654	1093	7.46%	10k10k
CM051463.1	164766919	164804247	37329	2784	7.46%	10k10k
CM051463.1	214534041	214557886	23846	1778	7.46%	10k10k
CM051463.1	43321461	43342662	21202	1579	7.45%	10k10k
CM051463.1	1067983	1084271	16289	1213	7.45%	10k10k
CM051463.1	98618407	98631226	12820	954	7.44%	10k10k
CM051463.1	25055769	25123743	67975	5058	7.44%	10k10k
CM051463.1	184167361	184185451	18091	1345	7.43%	10k10k
CM051463.1	185324427	185347507	23081	1713	7.42%	10k10k
CM051463.1	77276835	77287089	10255	761	7.42%	10k10k
CM051463.1	110809485	110838797	29313	2173	7.41%	10k10k
CM051463.1	139250977	139277996	27020	2002	7.41%	10k10k
CM051463.1	213582277	213605806	23530	1743	7.41%	10k10k
CM051463.1	191467337	191491433	24097	1785	7.41%	10k10k
CM051463.1	136933272	137005843	72572	5373	7.4%	10k10k
CM051463.1	69412358	69426437	14080	1041	7.39%	10k10k
CM051463.1	156669133	156683598	14466	1069	7.39%	10k10k
CM051463.1	72158744	72170397	11654	861	7.39%	10k10k
CM051463.1	12418740	12444107	25368	1874	7.39%	10k10k
CM051463.1	154757032	154786800	29769	2199	7.39%	10k10k
CM051463.1	69047514	69063861	16348	1207	7.38%	10k10k
CM051463.1	69362443	69378040	15598	1151	7.38%	10k10k
CM051463.1	206612155	206628946	16792	1239	7.38%	10k10k
CM051463.1	50017983	50038045	20063	1480	7.38%	10k10k
CM051463.1	210784319	210798069	13751	1014	7.37%	10k10k
CM051463.1	28349238	28362357	13120	967	7.37%	10k10k
CM051463.1	157678398	157694010	15613	1150	7.37%	10k10k
CM051463.1	129389534	129402701	13168	968	7.35%	10k10k
CM051463.1	180899615	180915726	16112	1184	7.35%	10k10k
CM051463.1	223400863	223417521	16659	1223	7.34%	10k10k
CM051463.1	196437545	196461000	23456	1722	7.34%	10k10k
CM051463.1	157229828	157240917	11090	814	7.34%	10k10k
CM051463.1	80939127	80971605	32479	2384	7.34%	10k10k
CM051463.1	211698186	211714155	15970	1172	7.34%	10k10k
CM051463.1	14946453	14956863	10411	764	7.34%	10k10k
CM051463.1	133541766	133562306	20541	1507	7.34%	10k10k
CM051463.1	34132864	34174237	41374	3034	7.33%	10k10k
CM051463.1	76215887	76226671	10785	790	7.32%	10k10k
CM051463.1	61063025	61084310	21286	1559	7.32%	10k10k
CM051463.1	187964458	188019504	55047	4031	7.32%	10k10k
CM051463.1	137246913	137258412	11500	842	7.32%	10k10k
CM051463.1	197936531	197947198	10668	781	7.32%	10k10k
CM051463.1	48530124	48549929	19806	1449	7.32%	10k10k
CM051463.1	23668163	23678785	10623	777	7.31%	10k10k
CM051463.1	89339980	89357082	17103	1251	7.31%	10k10k
CM051463.1	110608550	110644724	36175	2645	7.31%	10k10k
CM051463.1	8431597	8467968	36372	2657	7.31%	10k10k
CM051463.1	223471329	223519429	48101	3512	7.3%	10k10k
CM051463.1	34992141	35068466	76326	5567	7.29%	10k10k
CM051463.1	227749075	227871991	122917	8956	7.29%	10k10k
CM051463.1	75290030	75314145	24116	1757	7.29%	10k10k
CM051463.1	126174334	126186471	12138	884	7.28%	10k10k
CM051463.1	57195327	57211983	16657	1213	7.28%	10k10k
CM051463.1	170633227	170645026	11800	859	7.28%	10k10k
CM051463.1	18520719	18536122	15404	1120	7.27%	10k10k
CM051463.1	83614756	83704741	89986	6540	7.27%	10k10k
CM051463.1	148410205	148450868	40664	2950	7.25%	10k10k
CM051463.1	9298367	9330009	31643	2295	7.25%	10k10k
CM051463.1	114168109	114223604	55496	4025	7.25%	10k10k
CM051463.1	131271883	131295206	23324	1690	7.25%	10k10k
CM051463.1	60567186	60589431	22246	1611	7.24%	10k10k
CM051463.1	28177106	28193003	15898	1151	7.24%	10k10k
CM051463.1	54601378	54624874	23497	1701	7.24%	10k10k
CM051463.1	64699060	64731378	32319	2339	7.24%	10k10k
CM051463.1	40180867	40193014	12148	879	7.24%	10k10k
CM051463.1	117799169	117821787	22619	1636	7.23%	10k10k
CM051463.1	116467364	116477460	10097	730	7.23%	10k10k
CM051463.1	49467273	49483571	16299	1178	7.23%	10k10k
CM051463.1	140864462	140880099	15638	1130	7.23%	10k10k
CM051463.1	3482601	3499851	17251	1246	7.22%	10k10k
CM051463.1	102309614	102323790	14177	1023	7.22%	10k10k
CM051463.1	51830783	51841364	10582	763	7.21%	10k10k
CM051463.1	36355287	36375482	20196	1456	7.21%	10k10k
CM051463.1	29981780	29998668	16889	1216	7.2%	10k10k
CM051463.1	58804678	58836693	32016	2305	7.2%	10k10k
CM051463.1	153834610	153860473	25864	1862	7.2%	10k10k
CM051463.1	120972885	120992054	19170	1379	7.19%	10k10k
CM051463.1	173658159	173701310	43152	3104	7.19%	10k10k
CM051463.1	44919152	44937464	18313	1317	7.19%	10k10k
CM051463.1	6719270	6812659	93390	6715	7.19%	10k10k
CM051463.1	78632739	78647758	15020	1079	7.18%	10k10k
CM051463.1	3946973	3967783	20811	1495	7.18%	10k10k
CM051463.1	120223520	120234108	10589	760	7.18%	10k10k
CM051463.1	212480933	212497877	16945	1215	7.17%	10k10k
CM051463.1	103434264	103449201	14938	1071	7.17%	10k10k
CM051463.1	138343509	138354559	11051	792	7.17%	10k10k
CM051463.1	108549653	108560691	11039	791	7.17%	10k10k
CM051463.1	204301620	204319055	17436	1249	7.16%	10k10k
CM051463.1	174710002	174727040	17039	1219	7.15%	10k10k
CM051463.1	218608862	218666061	57200	4092	7.15%	10k10k
CM051463.1	227043703	227054474	10772	770	7.15%	10k10k
CM051463.1	223036200	223102868	66669	4760	7.14%	10k10k
CM051463.1	99331720	99362187	30468	2174	7.14%	10k10k
CM051463.1	131688876	131704549	15674	1118	7.13%	10k10k
CM051463.1	55047072	55096664	49593	3537	7.13%	10k10k
CM051463.1	51090161	51112078	21918	1563	7.13%	10k10k
CM051463.1	21780650	21823231	42582	3035	7.13%	10k10k
CM051463.1	109704623	109744925	40303	2871	7.12%	10k10k
CM051463.1	216559832	216573076	13245	943	7.12%	10k10k
CM051463.1	166125180	166150843	25664	1827	7.12%	10k10k
CM051463.1	153685297	153702748	17452	1242	7.12%	10k10k
CM051463.1	80796008	80871874	75867	5396	7.11%	10k10k
CM051463.1	12913801	12949153	35353	2514	7.11%	10k10k
CM051463.1	145397123	145418484	21362	1519	7.11%	10k10k
CM051463.1	32387606	32402589	14984	1065	7.11%	10k10k
CM051463.1	174521568	174542107	20540	1459	7.1%	10k10k
CM051463.1	169463114	169490652	27539	1955	7.1%	10k10k
CM051463.1	184134060	184153362	19303	1370	7.1%	10k10k
CM051463.1	97859139	97872090	12952	919	7.1%	10k10k
CM051463.1	221971697	221989119	17423	1236	7.09%	10k10k
CM051463.1	93602891	93672034	69144	4903	7.09%	10k10k
CM051463.1	181759898	181777248	17351	1230	7.09%	10k10k
CM051463.1	220776626	220815502	38877	2756	7.09%	10k10k
CM051463.1	93279985	93307790	27806	1969	7.08%	10k10k
CM051463.1	157972379	157992491	20113	1424	7.08%	10k10k
CM051463.1	124923130	124950110	26981	1910	7.08%	10k10k
CM051463.1	100037566	100077614	40049	2835	7.08%	10k10k
CM051463.1	218396702	218451987	55286	3913	7.08%	10k10k
CM051463.1	110049159	110066304	17146	1212	7.07%	10k10k
CM051463.1	198822453	198836505	14053	992	7.06%	10k10k
CM051463.1	175315458	175350905	35448	2500	7.05%	10k10k
CM051463.1	44985015	44996956	11942	842	7.05%	10k10k
CM051463.1	198578161	198599108	20948	1477	7.05%	10k10k
CM051463.1	227226994	227241517	14524	1024	7.05%	10k10k
CM051463.1	67738084	67767445	29362	2070	7.05%	10k10k
CM051463.1	174875462	174910168	34707	2446	7.05%	10k10k
CM051463.1	154293294	154315579	22286	1569	7.04%	10k10k
CM051463.1	11090673	11124251	33579	2364	7.04%	10k10k
CM051463.1	200541763	200561638	19876	1399	7.04%	10k10k
CM051463.1	124615557	124631118	15562	1095	7.04%	10k10k
CM051463.1	186734902	186749868	14967	1053	7.04%	10k10k
CM051463.1	131054706	131065195	10490	738	7.04%	10k10k
CM051463.1	86078841	86092119	13279	934	7.03%	10k10k
CM051463.1	162179686	162190306	10621	747	7.03%	10k10k
CM051463.1	33005555	33017185	11631	818	7.03%	10k10k
CM051463.1	134748225	134778500	30276	2129	7.03%	10k10k
CM051463.1	127956745	127974124	17380	1222	7.03%	10k10k
CM051463.1	178373121	178416881	43761	3076	7.03%	10k10k
CM051463.1	118582462	118610175	27714	1947	7.03%	10k10k
CM051463.1	216367295	216378342	11048	776	7.02%	10k10k
CM051463.1	197650468	197670381	19914	1397	7.02%	10k10k
CM051463.1	92867153	92881858	14706	1031	7.01%	10k10k
CM051463.1	124428830	124489824	60995	4274	7.01%	10k10k
CM051463.1	112914710	112964293	49584	3474	7.01%	10k10k
CM051463.1	193280554	193300119	19566	1370	7.0%	10k10k
CM051463.1	88040217	88054078	13862	970	7.0%	10k10k
CM051463.1	31386046	31419655	33610	2349	6.99%	10k10k
CM051463.1	132849537	132862746	13210	923	6.99%	10k10k
CM051463.1	106929929	106954070	24142	1686	6.98%	10k10k
CM051463.1	136316183	136345450	29268	2043	6.98%	10k10k
CM051463.1	195113820	195134937	21118	1474	6.98%	10k10k
CM051463.1	143741052	143788935	47884	3342	6.98%	10k10k
CM051463.1	149500656	149519961	19306	1347	6.98%	10k10k
CM051463.1	44241017	44262143	21127	1474	6.98%	10k10k
CM051463.1	200748257	200758813	10557	736	6.97%	10k10k
CM051463.1	228031072	228073095	42024	2929	6.97%	10k10k
CM051463.1	162729483	162766935	37453	2609	6.97%	10k10k
CM051463.1	105788752	105802004	13253	923	6.96%	10k10k
CM051463.1	47238288	47251221	12934	900	6.96%	10k10k
CM051463.1	68474638	68497807	23170	1611	6.95%	10k10k
CM051463.1	88442474	88468663	26190	1820	6.95%	10k10k
CM051463.1	159479725	159498680	18956	1317	6.95%	10k10k
CM051463.1	33037082	33055584	18503	1285	6.94%	10k10k
CM051463.1	199525700	199552055	26356	1830	6.94%	10k10k
CM051463.1	3981010	4007920	26911	1868	6.94%	10k10k
CM051463.1	167169119	167181898	12780	887	6.94%	10k10k
CM051463.1	202888414	202898681	10268	712	6.93%	10k10k
CM051463.1	177149975	177177131	27157	1883	6.93%	10k10k
CM051463.1	123185841	123202956	17116	1186	6.93%	10k10k
CM051463.1	88636729	88664194	27466	1902	6.92%	10k10k
CM051463.1	157626309	157666308	40000	2769	6.92%	10k10k
CM051463.1	37844441	37865893	21453	1485	6.92%	10k10k
CM051463.1	111696770	111708082	11313	783	6.92%	10k10k
CM051463.1	95653451	95666714	13264	918	6.92%	10k10k
CM051463.1	198191285	198207976	16692	1155	6.92%	10k10k
CM051463.1	168505705	168523543	17839	1234	6.92%	10k10k
CM051463.1	190174233	190191022	16790	1161	6.91%	10k10k
CM051463.1	22919313	22972640	53328	3685	6.91%	10k10k
CM051463.1	75958396	75988556	30161	2080	6.9%	10k10k
CM051463.1	72508192	72541804	33613	2318	6.9%	10k10k
CM051463.1	35973925	35988049	14125	974	6.9%	10k10k
CM051463.1	23923032	23935489	12458	859	6.9%	10k10k
CM051463.1	95188618	95220815	32198	2220	6.89%	10k10k
CM051463.1	121722333	121752002	29670	2045	6.89%	10k10k
CM051463.1	153444190	153457397	13208	910	6.89%	10k10k
CM051463.1	147505103	147547541	42439	2922	6.89%	10k10k
CM051463.1	16872163	16907074	34912	2403	6.88%	10k10k
CM051463.1	68772825	68790937	18113	1246	6.88%	10k10k
CM051463.1	226995742	227014107	18366	1263	6.88%	10k10k
CM051463.1	135072593	135090217	17625	1212	6.88%	10k10k
CM051463.1	41729939	41770017	40079	2754	6.87%	10k10k
CM051463.1	56486530	56528212	41683	2864	6.87%	10k10k
CM051463.1	36236556	36258828	22273	1530	6.87%	10k10k
CM051463.1	6529428	6541075	11648	799	6.86%	10k10k
CM051463.1	43845399	43899828	54430	3730	6.85%	10k10k
CM051463.1	93040690	93068493	27804	1905	6.85%	10k10k
CM051463.1	29215776	29274442	58667	4016	6.85%	10k10k
CM051463.1	140943345	140953411	10067	689	6.84%	10k10k
CM051463.1	198312609	198330273	17665	1208	6.84%	10k10k
CM051463.1	157844934	157908334	63401	4335	6.84%	10k10k
CM051463.1	214297768	214352488	54721	3739	6.83%	10k10k
CM051463.1	176923516	176944330	20815	1422	6.83%	10k10k
CM051463.1	1750958	1791114	40157	2743	6.83%	10k10k
CM051463.1	101241273	101255285	14013	956	6.82%	10k10k
CM051463.1	31453053	31486798	33746	2302	6.82%	10k10k
CM051463.1	49570305	49590768	20464	1394	6.81%	10k10k
CM051463.1	79961605	79992544	30940	2106	6.81%	10k10k
CM051463.1	135893830	135917728	23899	1626	6.8%	10k10k
CM051463.1	141679194	141694526	15333	1042	6.8%	10k10k
CM051463.1	166453714	166468238	14525	986	6.79%	10k10k
CM051463.1	153265903	153299493	33591	2279	6.78%	10k10k
CM051463.1	100525485	100536720	11236	762	6.78%	10k10k
CM051463.1	85754351	85766950	12600	854	6.78%	10k10k
CM051463.1	138199562	138209860	10299	698	6.78%	10k10k
CM051463.1	143536769	143556362	19594	1328	6.78%	10k10k
CM051463.1	22553735	22620305	66571	4511	6.78%	10k10k
CM051463.1	167776473	167800065	23593	1598	6.77%	10k10k
CM051463.1	140815467	140840866	25400	1719	6.77%	10k10k
CM051463.1	20209820	20237261	27442	1857	6.77%	10k10k
CM051463.1	88391531	88428654	37124	2512	6.77%	10k10k
CM051463.1	47559195	47602040	42846	2899	6.77%	10k10k
CM051463.1	83261634	83293089	31456	2128	6.77%	10k10k
CM051463.1	72005927	72021307	15381	1040	6.76%	10k10k
CM051463.1	6823124	6843455	20332	1374	6.76%	10k10k
CM051463.1	199462417	199472749	10333	698	6.76%	10k10k
CM051463.1	143324908	143351538	26631	1799	6.76%	10k10k
CM051463.1	180090915	180116369	25455	1719	6.75%	10k10k
CM051463.1	63705937	63725440	19504	1317	6.75%	10k10k
CM051463.1	149219379	149257212	37834	2554	6.75%	10k10k
CM051463.1	104108228	104139455	31228	2108	6.75%	10k10k
CM051463.1	218839455	218879446	39992	2698	6.75%	10k10k
CM051463.1	197510578	197529110	18533	1250	6.74%	10k10k
CM051463.1	143858904	143893354	34451	2323	6.74%	10k10k
CM051463.1	139566272	139578240	11969	807	6.74%	10k10k
CM051463.1	144646971	144666240	19270	1299	6.74%	10k10k
CM051463.1	630466	658966	28501	1920	6.74%	10k10k
CM051463.1	222130310	222164081	33772	2275	6.74%	10k10k
CM051463.1	63174646	63184786	10141	682	6.73%	10k10k
CM051463.1	137793890	137814426	20537	1380	6.72%	10k10k
CM051463.1	63611970	63645164	33195	2230	6.72%	10k10k
CM051463.1	218052361	218069871	17511	1176	6.72%	10k10k
CM051463.1	117919477	117938479	19003	1276	6.71%	10k10k
CM051463.1	175272517	175301086	28570	1918	6.71%	10k10k
CM051463.1	186494822	186526285	31464	2109	6.7%	10k10k
CM051463.1	198788378	198803367	14990	1004	6.7%	10k10k
CM051463.1	150437799	150479607	41809	2799	6.69%	10k10k
CM051463.1	226791293	226826276	34984	2342	6.69%	10k10k
CM051463.1	174160657	174178419	17763	1189	6.69%	10k10k
CM051463.1	226839655	226857078	17424	1166	6.69%	10k10k
CM051463.1	213057433	213110963	53531	3582	6.69%	10k10k
CM051463.1	201752744	201784142	31399	2101	6.69%	10k10k
CM051463.1	58525428	58552096	26669	1784	6.69%	10k10k
CM051463.1	209351363	209436666	85304	5704	6.69%	10k10k
CM051463.1	59517398	59534800	17403	1163	6.68%	10k10k
CM051463.1	12530974	12547434	16461	1100	6.68%	10k10k
CM051463.1	20171843	20189636	17794	1189	6.68%	10k10k
CM051463.1	206710845	206743742	32898	2198	6.68%	10k10k
CM051463.1	92950227	92962631	12405	828	6.67%	10k10k
CM051463.1	69273678	69284541	10864	725	6.67%	10k10k
CM051463.1	130120547	130138184	17638	1177	6.67%	10k10k
CM051463.1	162585831	162600780	14950	997	6.67%	10k10k
CM051463.1	46651613	46683457	31845	2122	6.66%	10k10k
CM051463.1	7564854	7632536	67683	4506	6.66%	10k10k
CM051463.1	86834482	86866323	31842	2119	6.65%	10k10k
CM051463.1	56905644	56937987	32344	2152	6.65%	10k10k
CM051463.1	121086013	121119401	33389	2221	6.65%	10k10k
CM051463.1	160061008	160120884	59877	3982	6.65%	10k10k
CM051463.1	190953004	191003971	50968	3389	6.65%	10k10k
CM051463.1	52316429	52334070	17642	1173	6.65%	10k10k
CM051463.1	104407515	104445746	38232	2540	6.64%	10k10k
CM051463.1	246422	268223	21802	1447	6.64%	10k10k
CM051463.1	108740961	108772726	31766	2108	6.64%	10k10k
CM051463.1	180612008	180636535	24528	1627	6.63%	10k10k
CM051463.1	139371519	139402608	31090	2062	6.63%	10k10k
CM051463.1	180433184	180451752	18569	1231	6.63%	10k10k
CM051463.1	51273150	51292760	19611	1299	6.62%	10k10k
CM051463.1	55612693	55643861	31169	2064	6.62%	10k10k
CM051463.1	130315851	130350135	34285	2270	6.62%	10k10k
CM051463.1	109946181	109978355	32175	2130	6.62%	10k10k
CM051463.1	202982726	203037101	54376	3599	6.62%	10k10k
CM051463.1	193008385	193021988	13604	900	6.62%	10k10k
CM051463.1	148065054	148102168	37115	2455	6.61%	10k10k
CM051463.1	79442114	79457823	15710	1039	6.61%	10k10k
CM051463.1	174779275	174819036	39762	2629	6.61%	10k10k
CM051463.1	12021102	12075504	54403	3596	6.61%	10k10k
CM051463.1	127922551	127937233	14683	970	6.61%	10k10k
CM051463.1	46211822	46238130	26309	1738	6.61%	10k10k
CM051463.1	165723240	165740335	17096	1129	6.6%	10k10k
CM051463.1	205871941	205894265	22325	1474	6.6%	10k10k
CM051463.1	35998091	36047528	49438	3264	6.6%	10k10k
CM051463.1	222938361	222962521	24161	1595	6.6%	10k10k
CM051463.1	24653109	24675529	22421	1478	6.59%	10k10k
CM051463.1	223944722	223965653	20932	1379	6.59%	10k10k
CM051463.1	125307436	125334573	27138	1787	6.58%	10k10k
CM051463.1	123309755	123353678	43924	2892	6.58%	10k10k
CM051463.1	127984146	128016071	31926	2102	6.58%	10k10k
CM051463.1	206856545	206909666	53122	3495	6.58%	10k10k
CM051463.1	209030636	209060481	29846	1963	6.58%	10k10k
CM051463.1	130746190	130772845	26656	1753	6.58%	10k10k
CM051463.1	101682811	101697593	14783	972	6.58%	10k10k
CM051463.1	193159274	193216306	57033	3749	6.57%	10k10k
CM051463.1	7484298	7500104	15807	1039	6.57%	10k10k
CM051463.1	228626471	228646906	20436	1343	6.57%	10k10k
CM051463.1	209175412	209217039	41628	2735	6.57%	10k10k
